"Original URL","ID","Transformed Markdown File"
"https://docs.marketo.com/display/BIZ/Difference+Between+Bizible+Touchpoints+and+Bizible+Attribution+Touchpoints","18874646","configuration-and-setup/getting-started-with-bizible-new/difference-between-bizible-touchpoints-and-bizible-attribution-touchpoints.md"
"https://docs.marketo.com/display/BIZ/Difference+between+a+Google+Analytics+Conversion+and+a+Bizible+Touchpoint","18874648","miscellaneous/other-related-resources/difference-between-a-google-analytics-conversion-and-a-bizible-touchpoint.md"
"https://docs.marketo.com/display/BIZ/Account+Based+Attribution","18874650","advanced-bizible-features/account-based-marketing/account-based-attribution.md"
"https://docs.marketo.com/display/BIZ/Bizible+View+Through+Attribution+FAQ","18874652","advanced-bizible-features/view-through-attribution/bizible-view-through-attribution-faq.md"
"https://docs.marketo.com/display/BIZ/Filters","18874656","bizible-discover-ui/using-bizibles-reporting-platform/filters.md"
"https://docs.marketo.com/display/BIZ/Common+Use+Cases","18874658","bizible-discover-ui/using-bizibles-reporting-platform/common-use-cases.md"
"https://docs.marketo.com/display/BIZ/FAQ","18874660","bizible-discover-ui/using-bizibles-reporting-platform/faq.md"
"https://docs.marketo.com/display/BIZ/Definitions+and+Encyclopedia","18874662","bizible-discover-ui/using-bizibles-reporting-platform/definitions-and-encyclopedia.md"
"https://docs.marketo.com/display/BIZ/Drill+Throughs","18874664","bizible-discover-ui/using-bizibles-reporting-platform/drill-throughs.md"
"https://docs.marketo.com/display/BIZ/How+Bizible+and+Salesforce+Interact","18874672","configuration-and-setup/bizible-and-salesforce/how-bizible-and-salesforce-interact.md"
"https://docs.marketo.com/display/BIZ/Bizible+Insights+Explained","18874676","configuration-and-setup/bizible-insights-canvas-app/bizible-insights-explained.md"
"https://docs.marketo.com/display/BIZ/Understanding+Bizible+AdWords+Tagging","18874678","api-connections/utilizing-bizibles-api-connections/understanding-bizible-adwords-tagging.md"
"https://docs.marketo.com/display/BIZ/Facebook+API","18874680","api-connections/utilizing-bizibles-api-connections/facebook-api.md"
"https://docs.marketo.com/display/BIZ/Marketing+Channels+and+Sub-Channels","18874682","channel-tracking-and-setup/online-channels/marketing-channels-and-sub-channels.md"
"https://docs.marketo.com/display/BIZ/Campaign+Sync+Dates","18874684","channel-tracking-and-setup/offline-channels/campaign-sync-dates.md"
"https://docs.marketo.com/display/BIZ/Configurations+for+Multiple+Campaign+Record+Types","18874686","channel-tracking-and-setup/offline-channels/configurations-for-multiple-campaign-record-types.md"
"https://docs.marketo.com/display/BIZ/CRM+Campaign+Costs","18874688","marketing-spend/spend-management/crm-campaign-costs.md"
"https://docs.marketo.com/display/BIZ/Reauthorizing+Connected+Accounts","18874690","api-connections/utilizing-bizibles-api-connections/reauthorizing-connected-accounts.md"
"https://docs.marketo.com/display/BIZ/Boomerang+Stage+Scenarios","18874692","advanced-bizible-features/boomerang/boomerang-stage-scenarios.md"
"https://docs.marketo.com/display/BIZ/Salesforce+Sandbox+to+Production+Migration","18874694","configuration-and-setup/sandbox-testing/salesforce-sandbox-to-production-migration.md"
"https://docs.marketo.com/display/BIZ/Recommended+Salesforce+Permissions+for+Bizible+Connected+User","18874696","configuration-and-setup/bizible-and-salesforce/recommended-salesforce-permissions-for-bizible-connected-user.md"
"https://docs.marketo.com/display/BIZ/Creating+a+Bizible+Profile","18874698","configuration-and-setup/bizible-and-salesforce/creating-a-bizible-profile.md"
"https://docs.marketo.com/display/BIZ/Enabling+the+Permission+to+Edit+Converted+Leads","18874700","bizible-salesforce-reporting/additional-functionality/enabling-the-permission-to-edit-converted-leads.md"
"https://docs.marketo.com/pages/viewpage.action?pageId=18874702","18874702","bizible-data-warehouse/data-warehouse-schema/redshift-data-warehouse-schema-[v2].md"
"https://docs.marketo.com/display/BIZ/Activities+Attribution+FAQ","18874704","advanced-bizible-features/activities-attribution/activities-attribution-faq.md"
"https://docs.marketo.com/display/BIZ/Security+Session+Restrictions%3A+IP+Addresses+to+Allowlist","18874706","security-and-compliance/compliance-related-resources/security-session-restrictions-ip-addresses-to-allowlist.md"
"https://docs.marketo.com/display/BIZ/Salesforce+Activities+Attribution","18874708","advanced-bizible-features/activities-attribution/salesforce-activities-attribution.md"
"https://docs.marketo.com/display/BIZ/Touchpoint+Removal+and+Touchpoint+Suppression","18874710","advanced-bizible-features/touchpoint-settings/touchpoint-removal-and-touchpoint-suppression.md"
"https://docs.marketo.com/display/BIZ/Attribution+Object+Mapping","18874716","configuration-and-setup/getting-started-with-bizible-new/attribution-object-mapping.md"
"https://docs.marketo.com/display/BIZ/Creating+a+Campaign+List+View+for+Salesforce+Campaigns","18874718","channel-tracking-and-setup/offline-channels/creating-a-campaign-list-view-for-salesforce-campaigns.md"
"https://docs.marketo.com/display/BIZ/How+Bid+Management+Tools+Affect+Bizible","18874720","api-connections/utilizing-bizibles-api-connections/how-bid-management-tools-affect-bizible.md"
"https://docs.marketo.com/display/BIZ/Best+Practices+for+Testing","18874722","bizible-tracking/setting-up-tracking/best-practices-for-testing.md"
"https://docs.marketo.com/pages/viewpage.action?pageId=18874726","18874726","advanced-bizible-features/a/b-testing/configuring-the-bizible-a-b-test-integration.md"
"https://docs.marketo.com/display/BIZ/Account+Based+Marketing+Overview","18874730","advanced-bizible-features/account-based-marketing/account-based-marketing-overview.md"
"https://docs.marketo.com/display/BIZ/Best+Practices+for+Setting+Up+UTM+Parameters","18874732","channel-tracking-and-setup/online-channels/best-practices-for-setting-up-utm-parameters.md"
"https://docs.marketo.com/display/BIZ/Best+Practices+for+Merging+Leads","18874734","bizible-salesforce-reporting/additional-functionality/best-practices-for-merging-leads.md"
"https://docs.marketo.com/display/BIZ/Remove+Bizible+Tracking+Parameters+from+the+Landing+Page+URL+in+Google+Analytics","18874736","miscellaneous/other-related-resources/remove-bizible-tracking-parameters-from-the-landing-page-url-in-google-analytics.md"
"https://docs.marketo.com/display/BIZ/IFrame+Forms+and+Bizible","18874741","bizible-tracking/setting-up-tracking/adding-bizible-script-to-different-form-providers/iframe-forms-and-bizible.md"
"https://docs.marketo.com/display/BIZ/Connecting+Bizible+to+Unbounce+Script+Manager","18874743","bizible-tracking/setting-up-tracking/adding-bizible-script-to-different-form-providers/connecting-bizible-to-unbounce-script-manager.md"
"https://docs.marketo.com/display/BIZ/AJAX+Form+Handling","18874745","bizible-tracking/setting-up-tracking/adding-bizible-script-to-different-form-providers/ajax-form-handling.md"
"https://docs.marketo.com/display/BIZ/Adding+Bizible+Script+to+Sitecore+Pages","18874747","bizible-tracking/setting-up-tracking/adding-bizible-script-to-different-form-providers/adding-bizible-script-to-sitecore-pages.md"
"https://docs.marketo.com/display/BIZ/Adding+Bizible+Script+to+Uberflip+Forms","18874749","bizible-tracking/setting-up-tracking/adding-bizible-script-to-different-form-providers/adding-bizible-script-to-uberflip-forms.md"
"https://docs.marketo.com/display/BIZ/Adding+Bizible+to+Act-On+Forms","18874753","bizible-tracking/setting-up-tracking/adding-bizible-script-to-different-form-providers/adding-bizible-to-act-on-forms.md"
